FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.1629522,1629522,POINT (16.437112726676595 48.25932968111534),Doeltergasse,Doeltergasse,27A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Doeltergasse!start|1,
OEFFHALTESTOGD.1629523,1629523,POINT (16.298260126216267 48.18615818107936),Dommayergasse,Dommayergasse,"52, 60, 49, 10",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Dommayergasse!start|1,
OEFFHALTESTOGD.1629524,1629524,POINT (16.298835025564582 48.18652358151372),Dommayergasse,Dommayergasse,10,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Dommayergasse!start|1,
OEFFHALTESTOGD.1629525,1629525,POINT (16.2981702256069 48.186535581238175),Dommayergasse,Dommayergasse,10,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Dommayergasse!start|1,
OEFFHALTESTOGD.1629526,1629526,POINT (16.298960726209412 48.18643368158921),Dommayergasse,Dommayergasse,"52, 60, 49, 10",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Dommayergasse!start|1,
OEFFHALTESTOGD.1629527,1629527,POINT (16.412696426110756 48.28359328143798),Brünner Straße/Hanreitergasse,Brünner Straße/Hanreitergasse,"30, 31",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Brünner%20Straße/Hanreitergasse!start|1,
OEFFHALTESTOGD.1629528,1629528,POINT (16.412624626105007 48.284292681367134),Brünner Straße/Hanreitergasse,Brünner Straße/Hanreitergasse,32A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Brünner%20Straße/Hanreitergasse!start|1,
OEFFHALTESTOGD.1629529,1629529,POINT (16.412507826076066 48.2835155814432),Brünner Straße/Hanreitergasse,Brünner Straße/Hanreitergasse,"30, 31",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Brünner%20Straße/Hanreitergasse!start|1,
OEFFHALTESTOGD.1629530,1629530,POINT (16.3665859262566 48.23139248103357),Gerhardusgasse,Gerhardusgasse,"O, 1, 31, 5",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Gerhardusgasse!start|1,
OEFFHALTESTOGD.1629531,1629531,POINT (16.366136825782245 48.23203278154867),Gerhardusgasse,Gerhardusgasse,"O, 33, 1, 31, 2, 5",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Gerhardusgasse!start|1,
OEFFHALTESTOGD.1629532,1629532,POINT (16.425775925658687 48.16815758152662),Geringergasse,Geringergasse,73A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Geringergasse!start|1,
OEFFHALTESTOGD.1629533,1629533,POINT (16.42612632635607 48.167834081015314),Geringergasse,Geringergasse,73A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Geringergasse!start|1,
OEFFHALTESTOGD.1629534,1629534,POINT (16.53302582608289 48.21997998061096),Gernotgasse,Gernotgasse,"99B, 99A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gernotgasse!start|1,
OEFFHALTESTOGD.1629535,1629535,POINT (16.532675425671552 48.219788380926026),Gernotgasse,Gernotgasse,98A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gernotgasse!start|1,
OEFFHALTESTOGD.1630182,1630182,POINT (16.405105726544257 48.19317108125422),Baumgasse,Baumgasse,80A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Baumgasse!start|1,
OEFFHALTESTOGD.1630183,1630183,POINT (16.36270522611986 48.259520981402474),"Nußdorf, Beethovengang","Nußdorf, Beethovengang",D,,1,"https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf,%20Beethovengang!start|1",
OEFFHALTESTOGD.1630184,1630184,POINT (16.36277712574738 48.25977218091222),"Nußdorf, Beethovengang","Nußdorf, Beethovengang",D,,1,"https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf,%20Beethovengang!start|1",
OEFFHALTESTOGD.1630185,1630185,POINT (16.362831026668506 48.25951508153842),"Nußdorf, Beethovengang","Nußdorf, Beethovengang",38B,,2,"https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf,%20Beethovengang!start|1",
OEFFHALTESTOGD.1630186,1630186,POINT (16.362534526128133 48.259503081211875),"Nußdorf, Beethovengang","Nußdorf, Beethovengang",38B,,2,"https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf,%20Beethovengang!start|1",
OEFFHALTESTOGD.1630187,1630187,POINT (16.360477425926092 48.17431628144773),Belgradplatz,Belgradplatz,7A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Belgradplatz!start|1,
OEFFHALTESTOGD.1630188,1630188,POINT (16.3585191257693 48.174034681010504),Belgradplatz,Belgradplatz,7A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Belgradplatz!start|1,
OEFFHALTESTOGD.1630189,1630189,POINT (16.328488426802 48.24908378120357),Bellevuestraße,Bellevuestraße,39A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bellevuestraße!start|1,
OEFFHALTESTOGD.1630190,1630190,POINT (16.328389626436575 48.24828818152171),Bellevuestraße,Bellevuestraße,39A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bellevuestraße!start|1,
OEFFHALTESTOGD.1630191,1630191,POINT (16.387049526550147 48.262654781666456),"Jedlesee, Bellgasse","Jedlesee, Bellgasse",34A,,2,"https://anachb.vor.at#P|SQ!evaId|Wien%20Jedlesee,%20Bellgasse!start|1",
OEFFHALTESTOGD.1630192,1630192,POINT (16.386869926839562 48.262612881101774),"Jedlesee, Bellgasse","Jedlesee, Bellgasse","36B, 36A, 34A",,2,"https://anachb.vor.at#P|SQ!evaId|Wien%20Jedlesee,%20Bellgasse!start|1",
OEFFHALTESTOGD.1630193,1630193,POINT (16.371679426318334 48.18999718145541),Belvederegasse,Belvederegasse,13A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Belvederegasse!start|1,
OEFFHALTESTOGD.1630194,1630194,POINT (16.43992442562322 48.212192581088736),Donaustadtbrücke,Donaustadtbrücke,"N90, N91, 92B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Donaustadtbrücke!start|1,
OEFFHALTESTOGD.1630195,1630195,POINT (16.44013102571472 48.21249188103007),Donaustadtbrücke,Donaustadtbrücke,93A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Donaustadtbrücke!start|1,
OEFFHALTESTOGD.1630196,1630196,POINT (16.440095126302378 48.21246198138228),Donaustadtbrücke,Donaustadtbrücke,"92A, 92B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Donaustadtbrücke!start|1,
OEFFHALTESTOGD.1630197,1630197,POINT (16.286599926251295 48.224319081409355),Eselstiege,Eselstiege,44A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eselstiege!start|1,
OEFFHALTESTOGD.1630198,1630198,POINT (16.28707602674404 48.22450458131498),Eselstiege,Eselstiege,44A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eselstiege!start|1,
OEFFHALTESTOGD.1630199,1630199,POINT (16.396113526078683 48.19650048075328),Eslarngasse,Eslarngasse,74A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eslarngasse!start|1,
OEFFHALTESTOGD.1630200,1630200,POINT (16.39550272642059 48.1967160815524),Eslarngasse,Eslarngasse,77A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eslarngasse!start|1,
OEFFHALTESTOGD.1630201,1630201,POINT (16.395924925730657 48.19643458121791),Eslarngasse,Eslarngasse,74A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eslarngasse!start|1,
OEFFHALTESTOGD.1630202,1630202,POINT (16.35064982572016 48.19497358145265),Esterházygasse,Esterházygasse,57A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Esterházygasse!start|1,
OEFFHALTESTOGD.1630203,1630203,POINT (16.351116925920945 48.19526098145739),Esterházygasse,Esterházygasse,"13A, 57A, 14A, N71",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Esterházygasse!start|1,
OEFFHALTESTOGD.1630204,1630204,POINT (16.352724926632067 48.19482978114413),Esterházygasse,Esterházygasse,"13A, 14A, N71",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Esterházygasse!start|1,
OEFFHALTESTOGD.1630205,1630205,POINT (16.461933125717856 48.14807688117622),Etrichstraße,Etrichstraße,"71B, 71A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Etrichstraße!start|1,
OEFFHALTESTOGD.1630206,1630206,POINT (16.461133626215943 48.14869418136528),Etrichstraße,Etrichstraße,"71A, N71",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Etrichstraße!start|1,
OEFFHALTESTOGD.1630207,1630207,POINT (16.462669725433692 48.148118780993904),Etrichstraße,Etrichstraße,71B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Etrichstraße!start|1,
OEFFHALTESTOGD.1630208,1630208,POINT (16.374868425739578 48.16372388152244),Daumegasse,Daumegasse,15A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Daumegasse!start|1,
OEFFHALTESTOGD.1630209,1630209,POINT (16.374015025301897 48.16422718129798),Daumegasse,Daumegasse,15A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Daumegasse!start|1,
OEFFHALTESTOGD.1630210,1630210,POINT (16.36018092593275 48.179797280798795),Evangelischer Friedhof,Evangelischer Friedhof,"N6, 14A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Evangelischer%20Friedhof!start|1,
OEFFHALTESTOGD.1630211,1630211,POINT (16.52646359366179 48.213976314212864),Eßling Schule,Eßling Schule,"88A, 26A, 550, N26",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling%20Schule!start|1,
OEFFHALTESTOGD.1630212,1630212,POINT (16.52642322604302 48.21397638103356),Eßling Schule,Eßling Schule,"88A, 26A, 550, N26",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling%20Schule!start|1,
OEFFHALTESTOGD.1630213,1630213,POINT (16.52446482674756 48.2144432806452),Eßling Schule,Eßling Schule,88B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling%20Schule!start|1,
OEFFHALTESTOGD.1630214,1630214,POINT (16.5266521932277 48.21407811440308),Eßling Schule,Eßling Schule,"88A, 552, 26A, 550, 88B, N26",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling%20Schule!start|1,
OEFFHALTESTOGD.1630215,1630215,POINT (16.52661182552935 48.21407818129009),Eßling Schule,Eßling Schule,"88A, 552, 26A, 550, 88B, N26",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling%20Schule!start|1,
OEFFHALTESTOGD.1630216,1630216,POINT (16.526566925826835 48.21502388141518),Eßling Schule,Eßling Schule,98A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling%20Schule!start|1,
OEFFHALTESTOGD.1630217,1630217,POINT (16.526261525830456 48.21459898084543),Eßling Schule,Eßling Schule,"99B, 26A, N26, 99A, 98A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling%20Schule!start|1,
OEFFHALTESTOGD.1630218,1630218,POINT (16.5315975259005 48.21604748111382),Eßling Friedhof,Eßling Friedhof,"99B, 99A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling%20Friedhof!start|1,
OEFFHALTESTOGD.1630219,1630219,POINT (16.531238125618252 48.21628688115366),Eßling Friedhof,Eßling Friedhof,"99B, 99A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling%20Friedhof!start|1,
OEFFHALTESTOGD.1630220,1630220,POINT (16.531974825923385 48.21620308082028),Eßling Friedhof,Eßling Friedhof,98A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling%20Friedhof!start|1,
OEFFHALTESTOGD.1630221,1630221,POINT (16.475708700736835 48.22335543196645),Aspernstraße,Aspernstraße,"97A, U2E",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Aspernstraße!start|1,
OEFFHALTESTOGD.1630222,1630222,POINT (16.47566832563993 48.223355480973815),Aspernstraße,Aspernstraße,"97A, U2E",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Aspernstraße!start|1,
OEFFHALTESTOGD.1630223,1630223,POINT (16.475425826562418 48.22299038134968),Aspernstraße,Aspernstraße,22A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Aspernstraße!start|1,
OEFFHALTESTOGD.1630224,1630224,POINT (16.47542582667593 48.22344528072911),Aspernstraße,Aspernstraße,84A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Aspernstraße!start|1,
OEFFHALTESTOGD.1630225,1630225,POINT (16.474671225717533 48.22221838062601),Aspernstraße,Aspernstraße,26A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Aspernstraße!start|1,
OEFFHALTESTOGD.1630226,1630226,POINT (16.307400293817057 48.08703149094458),Wiener Neudorf Ferdinandsgasse,Wiener Neudorf Ferdinandsgasse,"215, 217, 206, 216, 214, 303, 329",,3,https://anachb.vor.at#P|SQ!evaId|Wiener%20Neudorf%20Ferdinandsgasse!start|1,
OEFFHALTESTOGD.1630840,1630840,POINT (16.261249525772392 48.18232498124491),Seifertstraße,Seifertstraße,54A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Seifertstraße!start|1,
OEFFHALTESTOGD.1630841,1630841,POINT (16.5199014259107 48.23100358104463),Seiseneggergasse,Seiseneggergasse,"99B, 99A, 89A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Seiseneggergasse!start|1,
OEFFHALTESTOGD.1630842,1630842,POINT (16.519901329310095 48.230976601633046),Seiseneggergasse,Seiseneggergasse,"99B, 99A, 89A",,9,https://anachb.vor.at#P|SQ!evaId|Wien%20Seiseneggergasse!start|1,
OEFFHALTESTOGD.1630843,1630843,POINT (16.51990142589851 48.23107538086369),Seiseneggergasse,Seiseneggergasse,"99B, 99A, 89A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Seiseneggergasse!start|1,
OEFFHALTESTOGD.1630844,1630844,POINT (16.519901329297653 48.23104840145243),Seiseneggergasse,Seiseneggergasse,"99B, 99A, 89A",,9,https://anachb.vor.at#P|SQ!evaId|Wien%20Seiseneggergasse!start|1,
OEFFHALTESTOGD.1630845,1630845,POINT (16.37636862532832 48.150941680865124),Selma-Lagerlöf-Gasse,Selma-Lagerlöf-Gasse,17A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Selma-Lagerlöf-Gasse!start|1,
OEFFHALTESTOGD.1630846,1630846,POINT (16.375802626246294 48.15119948106079),Selma-Lagerlöf-Gasse,Selma-Lagerlöf-Gasse,17A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Selma-Lagerlöf-Gasse!start|1,
OEFFHALTESTOGD.1630847,1630847,POINT (16.40113967115995 48.31123895828642),Senderstraße,Senderstraße,501,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Senderstraße!start|1,
OEFFHALTESTOGD.1630848,1630848,POINT (16.400959970352513 48.31124495826798),Senderstraße,Senderstraße,501,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Senderstraße!start|1,
OEFFHALTESTOGD.1630849,1630849,POINT (16.261137134325185 48.13858810785182),Breitenfurter Straße/Rodauner Straße,Breitenfurter Straße/Rodauner Straße,254,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Straße/Rodauner%20Straße!start|1,
OEFFHALTESTOGD.1630850,1630850,POINT (16.260634034113885 48.13842620789175),Breitenfurter Straße/Rodauner Straße,Breitenfurter Straße/Rodauner Straße,254,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Straße/Rodauner%20Straße!start|1,
OEFFHALTESTOGD.1630851,1630851,POINT (16.355545625738735 48.22070418152592),Sensengasse,Sensengasse,"42, 38, 40, 37, 41",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Sensengasse!start|1,
OEFFHALTESTOGD.1630852,1630852,POINT (16.26220172656443 48.1934405810713),Seuttergasse,Seuttergasse,53A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Seuttergasse!start|1,
OEFFHALTESTOGD.1630853,1630853,POINT (16.262075925512633 48.19337468124431),Seuttergasse,Seuttergasse,53A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Seuttergasse!start|1,
OEFFHALTESTOGD.1630854,1630854,POINT (16.287606025339258 48.13656178131607),Pellmannbrücke,Pellmannbrücke,"64A, 61A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pellmannbrücke!start|1,
OEFFHALTESTOGD.1630855,1630855,POINT (16.287574532793858 48.13642989877076),Pellmannbrücke,Pellmannbrücke,"207, 64A, 61B, 61A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Pellmannbrücke!start|1,
OEFFHALTESTOGD.1630856,1630856,POINT (16.287534225788153 48.13642988173398),Pellmannbrücke,Pellmannbrücke,"207, 64A, 61B, 61A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pellmannbrücke!start|1,
OEFFHALTESTOGD.1630857,1630857,POINT (16.405761526582328 48.27128948117604),Shuttleworthstraße,Shuttleworthstraße,"30, 31",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Shuttleworthstraße!start|1,
OEFFHALTESTOGD.1630858,1630858,POINT (16.405941126852547 48.271767880967126),Shuttleworthstraße,Shuttleworthstraße,"30, 31",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Shuttleworthstraße!start|1,
OEFFHALTESTOGD.1630859,1630859,POINT (16.3666262502737 48.1589361701226),Sibeliusstraße,Sibeliusstraße,"66A, 200, 120, 210, N66",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Sibeliusstraße!start|1,
OEFFHALTESTOGD.1630860,1630860,POINT (16.366585925633697 48.158936180812674),Sibeliusstraße,Sibeliusstraße,"66A, 200, 120, 210, N66",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Sibeliusstraße!start|1,
OEFFHALTESTOGD.1630861,1630861,POINT (16.366707150047038 48.15893017078861),Sibeliusstraße,Sibeliusstraße,"66A, 200, 120, 210, N66",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Sibeliusstraße!start|1,
OEFFHALTESTOGD.1630862,1630862,POINT (16.366666825411762 48.15893018150705),Sibeliusstraße,Sibeliusstraße,"66A, 200, 120, 210, N66",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Sibeliusstraße!start|1,
OEFFHALTESTOGD.1630863,1630863,POINT (16.367080026508347 48.25814548164683),Sickenberggasse,Sickenberggasse,D,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Sickenberggasse!start|1,
OEFFHALTESTOGD.1630864,1630864,POINT (16.367008126441775 48.25786438165922),Sickenberggasse,Sickenberggasse,D,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Sickenberggasse!start|1,
OEFFHALTESTOGD.1630865,1630865,POINT (16.433142125851948 48.15920578118411),Zentralfriedhof 1.Tor,Zentralfriedhof 1.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%201.Tor!start|1,
OEFFHALTESTOGD.1630866,1630866,POINT (16.434615325238635 48.15629348076704),Zentralfriedhof 1.Tor,Zentralfriedhof 1.Tor,ZF,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%201.Tor!start|1,
OEFFHALTESTOGD.1630867,1630867,POINT (16.43308822530806 48.15916388101928),Zentralfriedhof 1.Tor,Zentralfriedhof 1.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%201.Tor!start|1,
OEFFHALTESTOGD.1630868,1630868,POINT (16.442340925778918 48.15444768089395),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%202.Tor!start|1,
OEFFHALTESTOGD.1630869,1630869,POINT (16.44407904687024 48.15406414302007),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,272,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%202.Tor!start|1,
OEFFHALTESTOGD.1630870,1630870,POINT (16.441460526045958 48.15387838104361),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,ZF,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%202.Tor!start|1,
OEFFHALTESTOGD.1630871,1630871,POINT (16.441559325417114 48.154645480623095),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%202.Tor!start|1,
OEFFHALTESTOGD.1630872,1630872,POINT (16.441950047327584 48.154627444352485),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,272,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%202.Tor!start|1,
OEFFHALTESTOGD.1630873,1630873,POINT (16.448530226419184 48.15232618096668),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%203.Tor!start|1,
OEFFHALTESTOGD.1630874,1630874,POINT (16.44915912642372 48.15236208071397),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,"71B, 71A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%203.Tor!start|1,
OEFFHALTESTOGD.1630875,1630875,POINT (16.448449426089773 48.152661781419496),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%203.Tor!start|1,
OEFFHALTESTOGD.1630876,1630876,POINT (16.448512325279115 48.152769681013645),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%203.Tor!start|1,
OEFFHALTESTOGD.1630877,1630877,POINT (16.44758702526807 48.15199058145005),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,ZF,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%203.Tor!start|1,
OEFFHALTESTOGD.1630878,1630878,POINT (16.44855722554123 48.15226028127017),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%203.Tor!start|1,
OEFFHALTESTOGD.1630879,1630879,POINT (16.452842225724492 48.15161298148004),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%204.Tor!start|1,
OEFFHALTESTOGD.1630880,1630880,POINT (16.452653525996208 48.15164898068798),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,71A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%204.Tor!start|1,
OEFFHALTESTOGD.1630881,1630881,POINT (16.45359672637099 48.151798780936524),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%204.Tor!start|1,
OEFFHALTESTOGD.1630882,1630882,POINT (16.4527074263072 48.151744781233916),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,"71A, N71",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%204.Tor!start|1,
OEFFHALTESTOGD.1631514,1631514,POINT (16.28368942631032 48.14750148161641),Rudolf-Zeller-Gasse,Rudolf-Zeller-Gasse,"66A, 60A, N66, 58B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rudolf-Zeller-Gasse!start|1,
OEFFHALTESTOGD.1631515,1631515,POINT (16.371077525541843 48.21447328160397),Rudolfsplatz,Rudolfsplatz,"2A, 3A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rudolfsplatz!start|1,
OEFFHALTESTOGD.1631516,1631516,POINT (16.386411725545642 48.220536581046424),Rueppgasse,Rueppgasse,5B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rueppgasse!start|1,
OEFFHALTESTOGD.1631517,1631517,POINT (16.334866426558467 48.19390168105558),Staglgasse,Staglgasse,"52, 60, 18, 49, 9, 5",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Staglgasse!start|1,
OEFFHALTESTOGD.1631518,1631518,POINT (16.487889947727837 48.282726427495014),Stallarngasse,Stallarngasse,"25B, 511, 25A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Stallarngasse!start|1,
OEFFHALTESTOGD.1631519,1631519,POINT (16.487849525885288 48.282726480829666),Stallarngasse,Stallarngasse,"25B, 511, 25A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Stallarngasse!start|1,
OEFFHALTESTOGD.1631520,1631520,POINT (16.487849445986868 48.28269950161714),Stallarngasse,Stallarngasse,"25B, 511, 25A",,9,https://anachb.vor.at#P|SQ!evaId|Wien%20Stallarngasse!start|1,
OEFFHALTESTOGD.1631521,1631521,POINT (16.487791148197157 48.28268452765099),Stallarngasse,Stallarngasse,"25B, 511, 25A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Stallarngasse!start|1,
OEFFHALTESTOGD.1631522,1631522,POINT (16.48775072638747 48.28268458095087),Stallarngasse,Stallarngasse,"25B, 511, 25A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Stallarngasse!start|1,
OEFFHALTESTOGD.1631523,1631523,POINT (16.487750646541205 48.28265760173804),Stallarngasse,Stallarngasse,"25B, 511, 25A",,9,https://anachb.vor.at#P|SQ!evaId|Wien%20Stallarngasse!start|1,
OEFFHALTESTOGD.1631524,1631524,POINT (16.420597159694783 48.297161051972154),Stammersdorf,Stammersdorf,"501, 502, 151, 500, 505, 150",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Stammersdorf!start|1,
OEFFHALTESTOGD.1631525,1631525,POINT (16.4203142259573 48.29786618114271),Stammersdorf,Stammersdorf,"30, 31",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Stammersdorf!start|1,
OEFFHALTESTOGD.1631526,1631526,POINT (16.42026475993237 48.297961851550866),Stammersdorf,Stammersdorf,510,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Stammersdorf!start|1,
OEFFHALTESTOGD.1631527,1631527,POINT (16.420731959755475 48.29766305187226),Stammersdorf,Stammersdorf,"502, N31, 505, 501, 510, 151, 500, 150",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Stammersdorf!start|1,
OEFFHALTESTOGD.1631528,1631528,POINT (16.43645245924958 48.296336245996144),Stammersdorf Zentralfriedhof,Stammersdorf Zentralfriedhof,510,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Stammersdorf%20Zentralfriedhof!start|1,
OEFFHALTESTOGD.1631529,1631529,POINT (16.4359583584785 48.29629444622756),Stammersdorf Zentralfriedhof,Stammersdorf Zentralfriedhof,510,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Stammersdorf%20Zentralfriedhof!start|1,
OEFFHALTESTOGD.1631530,1631530,POINT (16.41035636386468 48.30201345512691),Liebleitnergasse,Liebleitnergasse,"501, 510",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Liebleitnergasse!start|1,
OEFFHALTESTOGD.1631531,1631531,POINT (16.41042826376108 48.301887955327146),Liebleitnergasse,Liebleitnergasse,"501, 510",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Liebleitnergasse!start|1,
